0,-0.10652937740087509
1,0.11605547368526459
2,0.03169970586895943
3,-0.03166865184903145
4,-0.11596742272377014
5,0.09340730309486389
6,-0.012565198354423046
7,-0.09371450543403625
8,0.04885171353816986
9,0.007458494044840336
10,0.217789888381958
11,-0.049688905477523804
12,-0.3094642758369446
13,-0.0011607431806623936
14,0.01134590432047844
15,0.13204212486743927
16,-0.1266314685344696
17,-0.06768776476383209
18,-0.22125446796417236
19,-0.05875895172357559
20,0.006870316341519356
21,-0.0012912123929709196
22,0.0823625922203064
23,-0.03570489585399628
24,-0.1696344017982483
25,-0.23960115015506744
26,-0.09294859319925308
27,-0.1118205189704895
28,-0.049868471920490265
29,-0.052614737302064896
30,0.08255857229232788
31,-0.026289118453860283
32,-0.2223793864250183
33,-0.07115489989519119
34,-0.03550584241747856
35,0.004118999466300011
36,-0.06938742101192474
37,-0.05177809298038483
38,0.08728267252445221
39,-0.02668764442205429
40,-0.14620281755924225
41,0.10352279990911484
42,0.027452118694782257
43,0.21326962113380432
44,0.22292044758796692
45,0.013083663769066334
46,0.027311639860272408
47,-0.10421974956989288
48,0.04132093861699104
49,-0.2346137911081314
50,0.019073281437158585
51,0.0918310210108757
52,0.18093159794807434
53,0.06337359547615051
54,0.0371440090239048
55,-0.01503980252891779
56,0.0519656240940094
57,0.2155671864748001
58,-0.18098405003547668
59,0.09568380564451218
60,0.010442696511745453
61,-0.048543378710746765
62,0.015462404116988182
63,-0.10171720385551453
64,0.1147514060139656
65,0.13084957003593445
66,-0.05344004929065704
67,-0.12400898337364197
68,0.19697138667106628
69,-0.07421816885471344
70,-0.11284970492124557
71,0.04497143626213074
72,-0.1370224803686142
73,-0.21245692670345306
74,-0.33066466450691223
75,-0.022806735709309578
76,0.34273284673690796
77,0.06766559183597565
78,-0.2505774199962616
79,-0.060997478663921356
80,-0.08157291263341904
81,-0.0068707894533872604
82,-0.059748969972133636
83,0.025022797286510468
84,-0.05553716421127319
85,-0.13236722350120544
86,-0.08052694797515869
87,0.04082740843296051
88,0.2888234853744507
89,-0.16405515372753143
90,-0.0026621525175869465
91,0.25367408990859985
92,0.05061721056699753
93,-0.12356959283351898
94,0.04297061264514923
95,0.07523190975189209
96,-0.06437727808952332
97,-0.014877374283969402
98,-0.1326982080936432
99,-0.03192639723420143
100,-0.018330171704292297
101,-0.1636573225259781
102,-0.03003711625933647
103,0.052534572780132294
104,-0.1892377734184265
105,0.17446891963481903
106,0.014087126590311527
107,-0.04490651562809944
108,-0.016779199242591858
109,-0.04731376841664314
110,-0.02963002398610115
111,0.012706114910542965
112,0.26067274808883667
113,-0.1877209097146988
114,0.21365080773830414
115,0.2535204291343689
116,-0.030760589987039566
117,0.060215406119823456
118,0.016185827553272247
119,0.10535672307014465
120,-0.05455963313579559
121,0.06608563661575317
122,-0.16485270857810974
123,-0.12499329447746277
124,0.04321705922484398
125,-0.022518666461110115
126,-0.03402993828058243
127,0.09436807781457901
